#,x,y Euler
"f(x0, y0)",0,1
"f(x1, y1)",0.05,1.4
"f(x2, y2)",0.1,1.904
"f(x3, y3)",0.15000000000000002,2.4934784
"f(x4, y4)",0.2,3.1184741468733437
"f(x5, y5)",0.25,3.705223119838273
"f(x6, y6)",0.3,4.184966842979003
"f(x7, y7)",0.35,4.52605551678514
"f(x8, y8)",0.39999999999999997,4.7405654210755905
"f(x9, y9)",0.44999999999999996,4.863552080463626
"f(x10, y10)",0.49999999999999994,4.929914236757233
"f(x11, y11)",0.5499999999999999,4.964465916957685
"f(x12, y12)",0.6,4.982106691373076
"f(x13, y13)",0.65,4.991021328637176
"f(x14, y14)",0.7000000000000001,4.995502602664644
"f(x15, y15)",0.7500000000000001,4.997749278674043
"f(x16, y16)",0.8000000000000002,4.9988741327623725
"f(x17, y17)",0.8500000000000002,4.999436939623482
"f(x18, y18)",0.9000000000000002,4.999718438108043
"f(x19, y19)",0.9500000000000003,4.999859211126312
"f(x20, y20)",1.0000000000000002,4.9999296035810055
"f(x21, y21)",1.0500000000000003,4.999964801294937
"f(x22, y22)",1.1000000000000003,4.999982400523574
"f(x23, y23)",1.1500000000000004,4.999991200230813
"f(x24, y24)",1.2000000000000004,4.999995600107662
"f(x25, y25)",1.2500000000000004,4.999997800051895
"f(x26, y26)",1.3000000000000005,4.999998900025464
"f(x27, y27)",1.3500000000000005,4.999999450012611
"f(x28, y28)",1.4000000000000006,4.999999725006275
"f(x29, y29)",1.4500000000000006,4.99999986250313
"f(x30, y30)",1.5000000000000007,4.999999931251563
"f(x31, y31)",1.5500000000000007,4.999999965625781
"f(x32, y32)",1.6000000000000008,4.9999999828128905
"f(x33, y33)",1.6500000000000008,4.999999991406445
"f(x34, y34)",1.7000000000000008,4.999999995703222
"f(x35, y35)",1.7500000000000009,4.999999997851611
"f(x36, y36)",1.800000000000001,4.999999998925805
"f(x37, y37)",1.850000000000001,4.9999999994629025
"f(x38, y38)",1.900000000000001,4.999999999731451
"f(x39, y39)",1.950000000000001,4.999999999865725
"f(x40, y40)",2.000000000000001,4.999999999932863
"f(x41, y41)",2.0500000000000007,4.999999999966431
"f(x42, y42)",2.1000000000000005,4.999999999983215
"f(x43, y43)",2.1500000000000004,4.999999999991608
"f(x44, y44)",2.2,4.999999999995803
"f(x45, y45)",2.25,4.999999999997901
"f(x46, y46)",2.3,4.99999999999895
"f(x47, y47)",2.3499999999999996,4.999999999999475
"f(x48, y48)",2.3999999999999995,4.999999999999737
"f(x49, y49)",2.4499999999999993,4.9999999999998685
"f(x50, y50)",2.499999999999999,4.999999999999934
"f(x51, y51)",2.549999999999999,4.999999999999967
"f(x52, y52)",2.5999999999999988,4.999999999999983
"f(x53, y53)",2.6499999999999986,4.999999999999991
"f(x54, y54)",2.6999999999999984,4.999999999999996
"f(x55, y55)",2.7499999999999982,4.999999999999997
"f(x56, y56)",2.799999999999998,4.999999999999998
"f(x57, y57)",2.849999999999998,4.999999999999999
"f(x58, y58)",2.8999999999999977,4.999999999999999
"f(x59, y59)",2.9499999999999975,4.999999999999999
"f(x60, y60)",2.9999999999999973,4.999999999999999
"f(x61, y61)",3.049999999999997,4.999999999999999
"f(x62, y62)",3.099999999999997,4.999999999999999
"f(x63, y63)",3.149999999999997,4.999999999999999
"f(x64, y64)",3.1999999999999966,4.999999999999999
"f(x65, y65)",3.2499999999999964,4.999999999999999
"f(x66, y66)",3.2999999999999963,4.999999999999999
"f(x67, y67)",3.349999999999996,4.999999999999999
"f(x68, y68)",3.399999999999996,4.999999999999999
"f(x69, y69)",3.4499999999999957,4.999999999999999
"f(x70, y70)",3.4999999999999956,4.999999999999999
"f(x71, y71)",3.5499999999999954,4.999999999999999
"f(x72, y72)",3.599999999999995,4.999999999999999
"f(x73, y73)",3.649999999999995,4.999999999999999
"f(x74, y74)",3.699999999999995,4.999999999999999
"f(x75, y75)",3.7499999999999947,4.999999999999999
"f(x76, y76)",3.7999999999999945,4.999999999999999
"f(x77, y77)",3.8499999999999943,4.999999999999999
"f(x78, y78)",3.899999999999994,4.999999999999999
"f(x79, y79)",3.949999999999994,4.999999999999999
"f(x80, y80)",3.999999999999994,4.999999999999999
"f(x81, y81)",4.049999999999994,4.999999999999999
"f(x82, y82)",4.099999999999993,4.999999999999999
"f(x83, y83)",4.149999999999993,4.999999999999999
"f(x84, y84)",4.199999999999993,4.999999999999999
"f(x85, y85)",4.249999999999993,4.999999999999999
"f(x86, y86)",4.299999999999993,4.999999999999999
"f(x87, y87)",4.3499999999999925,4.999999999999999
"f(x88, y88)",4.399999999999992,4.999999999999999
"f(x89, y89)",4.449999999999992,4.999999999999999
"f(x90, y90)",4.499999999999992,4.999999999999999
"f(x91, y91)",4.549999999999992,4.999999999999999
"f(x92, y92)",4.599999999999992,4.999999999999999
"f(x93, y93)",4.6499999999999915,4.999999999999999
"f(x94, y94)",4.699999999999991,4.999999999999999
"f(x95, y95)",4.749999999999991,4.999999999999999
"f(x96, y96)",4.799999999999991,4.999999999999999
"f(x97, y97)",4.849999999999991,4.999999999999999
"f(x98, y98)",4.899999999999991,4.999999999999999
"f(x99, y99)",4.94999999999999,4.999999999999999
"f(x100, y100)",4.99999999999999,4.999999999999999
"f(x101, y101)",5.04999999999999,4.999999999999999
